Id,Interface,Depth,Diameter,Angle,ThicknessSkin,ThicknessSct,ThicknessAponeurosis,ThicknessLooseAreolarTissue,ThicknessSkullOuter,ThicknessSkullDiploe,ThicknessSkullInner,ThicknessCsf,ConductivitySkin,ConductivitySct,ConductivityAponeurosis,ConductivityLooseAreolarTissue,ConductivitySkullCortical,ConductivitySkullDiploe,ConductivityCsf,AfPeak
350,INTERFACE,0.175954,-0.141961,0.715874,0.17512,-0.22181,0.251611,-1.66389,-0.332941,-0.122632,-0.121401,-0.170955,0.0730681,-0.0790039,-0.152543,0.203526,0.0526921,0.0599938,-0.0783566,1280.68
351,INTERFACE,0.309018,-0.320838,0.631094,-0.282305,0.020895,0.147086,0.564653,0.267036,0.308096,0.277168,0.00383211,-0.246796,0.129849,-0.178741,0.329928,0.137667,0.166611,0.300832,604.606
352,INTERFACE,0.0868548,-0.185882,-0.120638,0.265378,-0.252427,0.226447,0.840435,0.130613,0.0012986,0.0296553,0.0168202,0.0139095,-0.322479,-0.22124,0.293206,-0.282478,-0.255719,0.261123,328.501
353,INTERFACE,0.0511775,-0.208214,0.643495,-0.128996,-0.116055,-0.165918,-0.303746,0.28647,-0.16361,0.156346,0.137707,0.0936369,0.115424,0.183006,-0.240822,-0.0951017,-0.0730677,-0.290715,546.813
354,INTERFACE,-0.0503337,-0.233425,-0.0281283,-0.0175449,0.134407,0.179158,1.33493,-0.169096,0.0695036,-0.283777,0.144862,0.246287,-0.191735,-0.244603,0.17505,0.263816,0.304487,0.0572314,228.951
355,INTERFACE,0.0182069,0.240473,-1.04379,0.00576812,-0.184856,-0.326723,0.546735,0.271335,-0.11168,-0.256367,-0.318084,-0.104426,-0.213544,0.16661,0.304044,0.177508,0.185411,-0.100963,275.799
356,INTERFACE,-0.0215677,0.302909,-1.54513,0.213716,-0.115517,-0.296331,-0.423718,0.325311,-0.0527206,-0.277061,-0.0307081,0.217156,0.177811,0.0123956,-0.183694,-0.25517,-0.306073,0.0723159,214.796
357,INTERFACE,0.227457,-0.251838,0.277596,-0.200529,-0.234795,0.274804,1.23891,0.292608,0.0536077,-0.322109,0.281526,0.182236,0.118393,0.051076,0.0862339,-0.027222,-0.229124,-0.245522,450.965
358,INTERFACE,-0.0960138,0.119029,-0.410448,0.144546,-0.178704,0.0345428,1.31624,0.316244,0.191782,0.333894,-0.251723,-0.321069,-0.321598,0.15868,0.151704,0.181345,-0.318497,0.300406,162.599
359,INTERFACE,-0.151755,0.162882,-1.4248,0.276541,0.1291,-0.118579,0.473664,-0.0883504,0.302994,-0.165503,-0.040577,0.223185,0.210241,-0.157578,-0.0574373,0.0147225,-0.0885051,0.19542,134.114
360,INTERFACE,0.156143,-0.0682753,0.485665,-0.31983,-0.305474,0.106682,-1.68196,-0.240666,0.167333,-0.203527,0.291316,-0.247852,-0.270558,0.317423,-0.233943,-0.278192,0.299182,-0.247416,195.728
361,INTERFACE,0.248221,0.24407,1.20185,0.0199404,0.0694329,0.142783,-0.889358,-0.0528568,-0.0627988,-0.205009,0.118557,0.113513,0.203322,0.068117,0.129527,-0.257275,-0.066523,-0.304926,310.949
362,INTERFACE,-0.299472,0.237487,1.02422,0.143986,-0.332207,-0.0742415,1.24805,0.141482,-0.230913,0.211436,0.123583,-0.317475,0.0988125,-0.108002,0.33383,0.26469,-0.203365,-0.0879851,282.852
363,INTERFACE,0.0293036,-0.0469145,-0.421434,-0.130936,-0.317687,-0.0157205,-1.26885,-0.274239,-0.276654,-0.13318,0.171998,0.157461,-0.166903,0.0538075,0.023895,-0.1031,-0.132253,0.114187,546.178
364,INTERFACE,-0.261924,-0.00247176,1.48589,0.14209,0.308503,-0.258672,-1.707,0.153701,0.0822268,0.178559,0.145518,-0.262948,0.302961,-0.179383,-0.300137,-0.168532,0.218863,0.0392445,331.546
365,INTERFACE,-0.213192,0.231892,-0.468284,0.31831,0.0411402,0.0814029,-0.47547,-0.330432,0.246415,0.0490933,0.148887,0.0869385,-0.184159,-0.100832,-0.15402,0.214001,-0.0261933,0.234042,191.284
366,INTERFACE,-0.137485,0.231196,-1.6506,-0.307484,0.0577022,-0.0860789,-0.653,-0.163487,-0.189485,-0.070281,0.249408,-0.271475,-0.0416388,-0.170898,0.286887,-0.240297,0.120637,0.305765,239.12
367,INTERFACE,-0.289388,-0.253461,-1.05751,-0.265829,0.160013,0.195182,1.17043,0.199331,-0.161234,-0.157681,-0.0448592,0.291891,0.103317,-0.144739,-0.250109,-0.0898507,-0.0500426,-0.00224036,128.471
368,INTERFACE,0.199519,0.230426,0.213194,0.109073,-0.309285,0.056217,0.161184,-0.321342,-0.199201,0.0247777,0.239845,0.290328,-0.121443,-0.256084,-0.13331,0.0386262,-0.096059,0.241894,396.123
369,INTERFACE,-0.051262,0.07755,-1.17388,0.156916,-0.24858,0.0781546,1.2347,-0.211209,-0.141576,-0.328149,-0.260091,-0.259159,0.129036,-0.0051005,-0.319639,-0.0811377,0.207263,-0.335714,169.429
370,INTERFACE,-0.32471,0.223624,0.668561,-0.138162,-0.203646,-0.0232513,0.442917,-0.117364,0.198994,-0.330999,-0.101466,0.139681,-0.319517,-0.198594,-0.145457,0.171474,-0.0781368,-0.0430819,216.63
371,INTERFACE,0.130343,0.242325,-1.70107,-0.0863876,-0.277071,0.18295,-1.66265,-0.242433,0.236057,0.00333379,-0.290658,0.186233,-0.204208,0.00163012,0.170407,0.28665,0.338531,-0.121366,233.23
372,INTERFACE,-0.133445,0.0381132,-0.849678,0.0944965,-0.330044,-0.200892,0.861021,0.0580052,-0.0240859,0.320667,0.287282,0.123619,-0.137082,0.0198006,-0.264442,-0.014664,-0.243825,0.0159735,239.073
373,INTERFACE,-0.0495506,-0.103173,-0.129006,0.260084,-0.313865,-0.109906,0.904318,-0.0117085,0.293377,-0.124444,-0.223752,0.156605,-0.287982,0.091066,0.228923,-0.144964,0.0852543,-0.23688,301.298
374,INTERFACE,-0.0718903,0.067039,-0.705311,0.190756,-0.198651,-0.266002,0.346936,0.213663,-0.0477715,-0.00741407,-0.125855,-0.325219,-0.0774493,-0.204197,-0.0022052,-0.0762291,-0.321792,0.277923,262.55
375,INTERFACE,0.101841,-0.275284,1.17202,0.30389,0.288333,-0.332734,1.66785,0.24369,-0.21449,0.308741,0.112398,0.26783,-0.107938,-0.126254,-0.223761,-0.0534985,0.0659076,-0.138998,233.289
376,INTERFACE,0.326279,-0.286885,-0.562595,0.067255,-0.238983,0.239714,0.372029,0.251109,0.134721,0.28408,-0.158066,-0.0403472,0.117663,-0.222739,-0.247608,0.170252,0.130825,0.167805,959.582
377,INTERFACE,-0.277485,-0.18501,0.7217,-0.0333732,-0.0552466,-0.266962,-0.760722,-0.108848,-0.208891,-0.0206374,0.294984,0.0952218,0.107821,0.246117,0.0167104,-0.0711957,-0.252645,0.0797237,415.309
378,INTERFACE,0.137731,0.190885,0.269982,0.0246456,0.235212,0.188475,0.434176,0.131415,0.240967,-0.304324,-0.0486401,0.0386761,0.255437,0.0795926,0.0698218,-0.253924,-0.188558,-0.325391,178.54
379,INTERFACE,0.119324,0.105797,0.355481,-0.294245,-0.0501799,0.0613701,0.498225,-0.084145,-0.249714,-0.0129845,-0.0863485,0.0780038,0.165064,0.178357,0.09518,0.0620434,-0.163097,0.190739,297.265
380,INTERFACE,-0.0697359,-0.108088,1.20511,-0.32724,-0.0830455,0.0778469,-0.73246,0.105609,-0.25216,-0.0257547,-0.148785,0.084605,0.13819,-0.235871,-0.206436,0.0229402,0.0248672,-0.155954,490.301
381,INTERFACE,0.329115,-0.200642,0.360346,-0.181988,-0.298758,-0.0752598,-1.18891,0.0950435,0.25636,0.0269265,-0.16714,-0.26621,0.132841,0.263404,-0.112154,0.0586415,-0.0603534,-0.10923,508.006
382,INTERFACE,-0.205583,0.217685,0.393741,0.0945994,-0.12864,-0.108927,0.132269,0.161003,-0.260379,-0.208077,0.042576,-0.237445,0.182217,-0.0217397,-0.224459,0.281216,0.130462,-0.245049,270.273
383,INTERFACE,-0.0904683,-0.019159,1.43405,0.193903,0.166143,-0.19455,1.1281,0.304429,0.0332895,0.150064,-0.13002,-0.292612,0.22608,0.209501,0.132322,0.041683,-0.289663,-0.326445,254.92
384,INTERFACE,-0.26587,-0.0671541,-0.396572,-0.213855,-0.057022,-0.284823,-0.0968473,0.216741,-0.119993,0.0277768,-0.115915,0.294578,-0.152856,0.261781,0.291158,0.299722,0.105618,-0.281462,302.826
385,INTERFACE,0.0742597,-0.21274,0.60994,-0.158896,-0.22914,-0.178975,1.73192,0.318402,0.0625832,-0.289715,0.0733295,0.0231334,0.184064,0.0767459,0.212564,0.239149,0.229836,0.180401,406.433
386,INTERFACE,0.0761398,0.253241,0.00562551,-0.117415,-0.325261,-0.242501,-1.25078,0.00488134,0.138017,-0.304687,-0.00408846,0.179098,0.315149,-0.336234,0.300062,0.147545,0.109388,-0.300742,192.8
387,INTERFACE,0.292615,0.11667,0.366598,0.038715,0.258278,0.0530821,0.794294,-0.0558685,-0.221044,0.208924,0.285647,0.211619,-0.0576387,0.269235,0.312419,-0.296477,0.0025358,0.035728,208.295
388,INTERFACE,0.267189,0.028112,-0.240513,0.134934,0.0400546,0.103543,1.27112,-0.0221924,-0.0954413,-0.0324911,-0.110092,-0.159621,-0.000134939,-0.300126,-0.00964214,0.245648,0.0310949,0.104292,206.661
389,INTERFACE,-0.00678734,-0.16842,-0.353684,-0.157055,-0.136788,0.153435,-0.158481,-0.0434257,0.282764,0.252129,0.265919,-0.127944,-0.251227,-0.147105,-0.298306,-0.246846,-0.0332864,0.284007,401.883
390,INTERFACE,-0.174608,0.174814,-1.14973,0.250941,0.262178,-0.180522,-1.36195,-0.248628,0.224665,-0.222894,0.229131,-0.0881633,-0.0301917,-0.273317,0.223152,0.142255,-0.141185,-0.0567989,215.854
391,INTERFACE,0.274668,0.225105,0.856442,-0.063855,-0.278555,-0.248709,0.846396,-0.258063,-0.174847,-0.132462,0.0961885,-0.038806,0.0194086,-0.0998985,-0.0358753,0.117859,0.220463,0.0685132,443.077
392,INTERFACE,0.0557171,-0.222625,0.123487,0.299611,0.0814071,0.197159,1.71719,0.324113,-0.148168,0.119288,0.0104374,-0.206315,0.244466,0.267587,-0.245457,-0.127431,-0.118745,0.196947,160.142
393,INTERFACE,-0.0668523,0.123692,-0.585222,-0.0503531,0.283852,0.176949,1.35756,0.104704,0.165035,0.0517409,0.163256,0.256834,0.110255,-0.129482,0.191328,0.235304,0.188391,-0.263865,135.431
394,INTERFACE,-0.152417,-0.0146442,-0.258478,0.270444,-0.145498,-0.263844,0.736472,0.00611847,0.27399,0.272081,0.212204,0.329334,-0.17041,-0.328997,0.020468,0.143858,0.280712,0.149843,222.931
395,INTERFACE,0.0915583,-0.283173,0.209937,-0.0540435,0.200887,-0.271301,-0.216321,0.287227,-0.238494,0.23519,-0.0678238,-0.164699,0.201912,-0.158307,0.331605,-0.203211,0.310821,0.0285926,318.485
396,INTERFACE,-0.0533132,-0.305306,-0.578431,0.177838,0.224332,0.0912076,1.07842,0.184799,-0.158812,0.0159648,0.30767,0.00390358,-0.148187,-0.0453497,0.179962,-0.250022,0.0171852,0.0504638,170.382
397,INTERFACE,0.123319,-0.325397,-1.68497,-0.140173,-0.320003,-0.292642,-0.930256,-0.110051,-0.248321,-0.185647,-0.256063,-0.146521,0.06613,-0.240992,-0.121895,0.290189,-0.00429967,0.0607617,432.766
398,INTERFACE,0.111348,0.167324,-0.764978,-0.205931,0.0216501,0.0955596,0.0396533,0.261292,0.183644,0.316299,0.246513,0.248878,0.233742,0.0544495,0.155235,0.0160373,-0.0795514,-0.317094,218.535
399,INTERFACE,-0.0729227,0.239694,-0.45721,0.24558,-0.138918,0.0242661,0.243398,-0.0764733,0.141906,-0.0176465,0.113734,-0.175277,0.265772,0.0270791,0.165858,0.00704446,-0.239375,-0.288471,196.986
400,INTERFACE,0.202569,0.214116,-0.295861,0.291441,0.254413,-0.265702,0.309345,0.219136,-0.143918,0.332317,-0.300552,-0.0164547,0.126817,0.151543,0.327618,0.0993397,0.00904564,0.23056,189.509
401,INTERFACE,-0.276609,0.260496,-0.406369,-0.188685,-0.100091,0.00577349,0.383066,0.176534,-0.0599858,0.224577,0.200427,0.131371,0.11208,0.132033,-0.104059,0.298454,0.0232836,0.160498,197.315
402,INTERFACE,-0.16703,-0.204732,0.515992,-0.00721436,0.073864,0.267421,-0.667407,-0.299275,0.0748454,0.122321,-0.155508,-0.201915,0.229326,-0.258355,0.164598,-0.303351,0.221757,0.251729,281.536
403,INTERFACE,-0.0647979,-0.152547,1.0034,0.119937,-0.0966013,0.283161,-0.183626,-0.166921,0.290288,-0.189269,0.0217885,-0.0110768,0.293558,-0.00387944,0.124633,0.276362,0.00449322,0.161361,402.083
404,INTERFACE,0.173375,-0.201721,-0.154595,-0.221076,0.278311,0.0490006,0.709346,-0.283621,0.0552424,-0.112747,0.312023,-0.18722,0.0405809,0.194846,-0.188818,0.0572449,-0.0800494,-0.00170344,229.903
405,INTERFACE,0.211702,0.305798,0.117977,-0.0142396,-0.186977,-0.313598,-0.931325,-0.0245369,-0.0272254,0.0682551,-0.119461,-0.149716,-0.206146,0.213803,0.0910793,0.230575,-0.31388,-0.0812439,215.96
406,INTERFACE,0.216847,-0.248985,-1.08394,0.262318,-0.148723,0.0736938,-1.54039,-0.138377,-0.301645,0.152481,-0.335247,-0.0707864,-0.00477988,0.251979,-0.132295,-0.332069,-0.179187,-0.0508491,2442.16
407,INTERFACE,0.160514,-0.191879,0.978551,0.074536,-0.123613,0.0930123,-0.766777,0.170544,-0.30983,-0.248794,0.183017,-0.105341,-0.0407022,-0.220618,-0.282033,0.241496,0.114285,-0.202272,844.642
408,INTERFACE,-0.307757,-0.00582887,0.842977,-0.29748,0.0838731,-0.309041,1.14262,-0.132506,0.270206,0.275127,0.284606,0.0620242,0.102468,-0.327705,0.22694,-0.185566,0.265079,-0.20295,269.509
409,INTERFACE,-0.231468,-0.101757,-1.46954,-0.242615,0.127457,0.0696198,1.29529,0.27452,-0.0714761,-0.0655693,-0.0963172,-0.246964,0.328277,0.273254,0.111398,-0.306401,-0.0385862,0.281238,151.031
410,INTERFACE,-0.22136,-0.193039,-0.447669,0.00352995,-0.199448,-0.294972,-1.61458,0.32061,0.0950425,-0.130617,-0.156202,0.190633,-0.22733,0.135762,-0.0757403,-0.064682,0.117783,-0.0703547,1103.52
411,INTERFACE,0.265144,0.0861169,-1.58718,-0.286485,-0.194197,-0.261179,0.0381966,-0.259858,-0.122983,0.32939,-0.23967,-0.245227,-0.0271287,-0.333732,-0.0479657,-0.143797,-0.112288,-0.178474,418.871
412,INTERFACE,-0.291588,0.110464,0.796267,0.112603,-0.00581053,0.195937,-1.73187,-0.280875,0.146898,-0.312528,0.198355,-0.044175,0.197808,0.102512,0.204448,0.306383,-0.212475,-0.0318395,393.936
413,INTERFACE,-0.159174,-0.0366051,1.33442,-0.157854,0.289706,-0.0515029,0.396307,-0.0539972,0.3241,0.245489,0.297344,0.297879,-0.090827,0.328296,0.0382241,0.221901,-0.298986,-0.0840787,278.209
414,INTERFACE,0.289793,0.318392,-1.005,0.0303097,0.123152,0.279035,-0.564495,0.0819067,0.150651,0.2781,-0.273775,-0.00815797,0.0608327,0.281836,-0.0201211,-0.321899,-0.102137,-0.193606,192.271
415,INTERFACE,0.241258,0.0788621,0.398553,-0.234127,0.168829,0.104856,-1.7276,0.228127,-0.140243,-0.279308,0.207305,0.209368,-0.103812,-0.0270413,-0.0687648,-0.109893,-0.0784844,0.323097,456.208
416,INTERFACE,0.224456,0.334854,-0.213159,0.145279,0.19912,-0.0926778,0.242465,0.102306,0.00853754,0.203005,0.0945944,0.161444,-0.152133,0.0721358,-0.243592,0.130248,-0.24776,-0.239999,179.222
417,INTERFACE,0.177245,0.189646,-0.199049,0.0812646,-0.00208236,-0.0634652,-0.822766,-0.214722,-0.0494218,-0.322826,0.334479,-0.18209,0.196137,0.163255,-0.0926661,-0.0685608,-0.122535,-0.19067,301.121
418,INTERFACE,0.24646,-0.224725,-0.730944,-0.166739,0.167594,-0.21353,-1.25297,0.0383718,0.0207679,-0.0820809,0.209326,0.106393,-0.231427,-0.155174,0.328896,0.0284617,0.229204,0.0962961,1383.71
419,INTERFACE,-0.301561,-0.00940219,-0.770725,-0.194515,-0.155929,0.0357136,1.5366,0.204828,0.102909,0.241754,-0.179372,-0.15937,-0.117253,0.0280341,-0.184546,0.00187269,-0.0851551,-0.141037,187.322
420,INTERFACE,-0.308525,-0.289621,-0.231924,0.0719712,-0.181576,-0.088072,0.291116,-0.268681,-0.145381,-0.187512,-0.142607,-0.0418838,-0.0475221,0.206605,-0.17459,-0.239419,-0.225408,-0.185892,279.902
421,INTERFACE,0.108376,-0.110613,-1.29231,-0.0691313,-0.290759,-0.100178,1.05802,0.115031,-0.18504,-0.154307,-0.015836,-0.196402,-0.317824,-0.335133,0.0933132,0.316094,-0.0367484,0.0697738,622.193
422,INTERFACE,-0.155423,0.30449,1.12556,0.0120971,-0.288159,-0.00435932,-0.912233,0.211301,-0.154312,-0.106728,-0.228947,0.232862,-0.0427392,0.01358,0.258819,-0.100085,0.0754693,0.202966,333.886
423,INTERFACE,-0.279934,0.151478,0.112671,-0.287607,0.0394427,0.309009,-1.16846,0.23794,0.21244,0.123654,-0.0228804,-0.0251539,-0.264669,-0.184429,0.265092,-0.0795051,0.0483313,0.06722,245.762
424,INTERFACE,0.292259,-0.337936,1.6505,-0.255139,0.0976365,0.071052,-1.00518,0.206807,-0.280493,-0.149172,0.1621,0.215992,-0.0382618,-0.0694535,-0.0557407,0.30394,-0.148202,-0.163266,2008.16
425,INTERFACE,0.245267,-0.021452,1.3641,-0.311749,0.00210369,0.0443095,0.897061,0.109304,0.225859,-0.119956,0.336291,0.33202,-0.0548229,0.332118,0.246839,0.154832,-0.280196,-0.277031,386.059
426,INTERFACE,0.300264,-0.314502,0.285795,0.261149,-0.31608,-0.313853,-0.863193,0.240115,-0.332492,-0.0863181,-0.284985,0.0538454,0.244861,0.222442,-0.116669,-0.275905,0.239176,0.277399,1402.86
427,INTERFACE,0.157524,-0.0806592,-1.66762,0.334015,-0.17553,0.00403534,-0.078873,-0.205165,0.0604768,-0.0445292,-0.124397,0.107152,0.301588,0.0458986,-0.176227,-0.13378,-0.154195,-0.243671,350.45
428,INTERFACE,0.213895,0.220693,-1.21778,-0.269915,0.131757,0.224855,-0.278577,0.24097,-0.287313,0.0130265,-0.328766,-0.227226,-0.15805,-0.0392957,-0.316944,0.114305,-0.319746,0.00012539,210.199
429,INTERFACE,0.321695,0.337188,-1.09432,-0.0728043,-0.249774,0.261431,1.67331,0.147799,0.232715,0.280389,0.126628,0.18863,-0.281454,-0.120896,-0.0588329,0.19726,0.288393,0.310336,213.668
430,INTERFACE,-0.306624,0.21323,0.462276,0.224605,0.331631,0.149112,-0.728499,-0.0575749,0.2406,-0.0248208,-0.305962,-0.312827,-0.312885,0.0759076,-0.178098,0.116735,-0.140261,-0.0635568,125.085
431,INTERFACE,0.0528847,0.197781,0.982314,0.242921,0.229003,-0.303414,1.55697,-0.206826,-0.218205,-0.0823844,-0.244484,-0.130091,0.0912542,0.106318,0.309854,-0.0731569,0.203762,0.257279,219.275
432,INTERFACE,-0.141709,-0.186425,0.0463748,-0.158161,0.0689313,-0.243942,-0.755729,-0.265365,0.315713,0.0968372,-0.263895,-0.256702,0.215943,0.0220134,-0.323845,-0.195174,-0.272427,-0.0113919,323.164
433,INTERFACE,-0.000727593,0.0717819,-0.203778,-0.243257,0.0917254,-0.229041,0.63405,-0.119459,-0.268721,0.0555887,-0.208081,0.262613,0.236188,0.250873,-0.0834543,-0.140671,0.0519885,0.218117,202.864
434,INTERFACE,0.203855,-0.278339,-1.26847,-0.29897,-0.273359,-0.125546,0.208246,0.028337,-0.0909719,0.210919,-0.152472,0.277182,-0.0758802,0.0370172,0.0850176,0.262577,0.194934,-0.0352755,3605.69
435,INTERFACE,-0.331223,0.284705,0.576806,-0.326276,-0.118301,-0.00593339,-1.19412,0.149892,-0.153921,0.10435,0.252047,0.207377,-0.253258,0.336837,0.173048,0.216633,0.137228,-0.0493235,308.469
436,INTERFACE,0.0940852,0.046787,0.615813,-0.0240309,0.169831,0.200353,0.0711724,0.190269,0.154386,0.114335,0.147875,-0.0520508,0.0999655,-0.055465,0.140085,-0.305651,0.101667,0.162439,236.945
437,INTERFACE,0.197159,-0.226544,0.380863,-0.244961,-0.0413752,-0.283831,0.400882,-0.298797,-0.134038,0.186147,0.169821,0.28062,0.00109027,0.176005,0.271238,-0.278787,0.268206,0.287835,603.642
438,INTERFACE,0.174476,-0.161906,-0.965664,0.205719,0.0377251,-0.12029,1.204,-0.0384836,0.262549,-0.175977,-0.0212568,0.0341212,-0.0094392,0.0999834,-0.31511,-0.215426,0.0728611,-0.211075,170.57
439,INTERFACE,-0.0349559,-0.220751,0.440366,0.12941,0.242192,0.165731,-0.194877,0.089785,-0.20974,0.277536,0.304752,-0.228949,-0.00778815,-0.209973,-0.137386,0.159942,0.144447,-0.320261,290.176
440,INTERFACE,-0.0761503,0.281344,-0.922944,-0.318886,0.22818,0.184124,-1.64275,0.249306,0.275362,-0.014856,-0.00457028,0.0719054,0.145938,-0.297719,-0.077098,0.265691,-0.194688,0.256934,211.058
441,INTERFACE,-0.116091,0.315217,1.01575,0.313087,-0.211082,-0.058968,-0.33269,0.00898458,-0.0815153,0.131064,-0.09207,0.196302,0.0841344,0.205063,-0.134453,-0.0295044,-0.0376284,-0.140078,294.303
442,INTERFACE,-0.0379655,-0.302351,-0.583787,-0.225365,0.330059,-0.2363,-0.876671,0.310115,-0.118085,-0.219769,-0.209994,0.112919,-0.0506009,-0.19098,-0.0613128,0.309326,0.0866951,0.327399,346.747
443,INTERFACE,-0.181126,-0.14817,1.07103,0.239224,0.208311,0.278116,0.757185,0.192604,-0.0354035,-0.238961,0.00494625,0.318419,-0.0187194,0.30689,0.254238,0.253013,-0.243092,0.0543805,244.739
444,INTERFACE,0.112074,-0.18784,1.00799,0.245754,0.0755026,-0.224377,-0.0858681,-0.0953899,0.164064,0.326781,0.206538,0.166993,0.172382,-0.0917906,0.00717127,0.274801,0.180948,-0.0358919,430.133
445,INTERFACE,0.0251457,-0.0687254,-0.508839,-0.0256537,0.152053,0.130336,-0.2522,-0.199304,-0.0578015,-0.287327,0.328572,-0.317704,0.314772,-0.0497369,-0.19124,0.301648,-0.284615,0.254121,207.355
446,INTERFACE,0.00083085,-0.304672,0.971452,0.238366,-0.277626,-0.160477,1.46373,0.214764,0.161091,0.223453,0.333506,0.299846,0.204292,0.313334,0.198939,0.118732,0.189052,0.226606,386.988
447,INTERFACE,-0.0184649,0.182812,0.831257,-0.2237,-0.0927599,-0.252423,-0.532119,0.227368,-0.139633,0.00623057,-0.219296,-0.154766,0.292286,0.27576,-0.0262159,0.24427,0.126961,-0.269422,386.365
448,INTERFACE,-0.190641,-0.15902,-0.995719,0.277558,0.209075,0.0868974,-0.141839,0.307856,-0.0976373,-0.233473,-0.337196,0.0114637,-0.026112,0.047874,-0.163304,0.0802037,0.273851,0.221785,180.386
449,INTERFACE,-0.036233,-0.0350369,1.51733,-0.191577,0.273683,-0.142757,-0.109603,-0.0523044,0.25551,-0.300223,0.179791,0.154653,0.186184,0.19911,0.255611,0.137887,-0.286135,-0.124053,348.228
450,INTERFACE,-0.141103,-0.279352,0.260691,0.230791,-0.125797,0.306369,0.126525,0.0443688,-0.332963,0.295335,0.196703,-0.300215,-0.0581852,-0.0530086,0.00922537,0.0867771,0.112925,-0.265873,348.228
451,INTERFACE,0.0585249,0.206661,-0.28234,0.0738862,-0.322747,0.316579,1.30533,-0.33337,0.210273,-0.156803,-0.154139,0.210141,0.261249,0.220576,-0.108928,0.122006,-0.307346,-0.248898,197.809
452,INTERFACE,-0.200066,0.31005,1.35444,0.0985162,-0.00872551,-0.117335,-0.268592,0.301094,0.0437124,-0.0753016,-0.0568449,-0.13385,-0.327447,-0.260393,0.0493874,-0.135872,-0.0198069,0.0657722,98.6691
453,INTERFACE,0.188403,-0.0714159,1.41323,-0.133339,0.25624,0.268751,-1.0775,0.148533,0.0657809,-0.257261,0.240702,-0.216204,0.0177129,-0.0513658,0.176539,0.257967,-0.156062,-0.339733,425.301
454,INTERFACE,-0.0330098,-0.0356916,-1.21291,0.139526,0.0671545,0.0914971,-1.23746,0.0604881,0.211071,0.0981267,-0.333139,0.0175117,-0.317356,-0.0479786,0.269834,0.0335938,-0.145877,-0.0329997,188.057
455,INTERFACE,-0.266499,-0.000364554,0.387964,0.0843233,-0.301773,0.171282,-1.42423,-0.249728,-0.194708,-0.0504095,0.107865,-0.069414,0.26666,0.305198,0.249347,0.219714,-0.249245,0.120157,481.26
456,INTERFACE,-0.180349,-0.055636,0.698235,-0.331213,-0.227437,-0.226366,-0.430228,0.279682,-0.267038,-0.0867366,0.0858937,0.0925721,0.260586,-0.255212,0.130902,0.00031727,-0.133767,-0.130442,505.067
457,INTERFACE,-0.321018,0.148196,0.472384,0.216058,-0.334369,0.294539,-0.740678,-0.0122792,-0.0721802,-0.128636,-0.043965,-0.293233,-0.326092,0.197501,0.302028,0.27341,0.0533083,0.0736697,232.959
458,INTERFACE,-0.232732,0.185755,1.32749,0.254396,-0.0973821,-0.278813,1.54091,-0.226576,0.0119003,0.0180116,0.0376047,0.328192,0.0925742,0.332892,0.0247748,0.134542,-0.200877,-0.151373,240.519
459,INTERFACE,-0.0952798,-0.0612867,1.68382,-0.124512,0.336022,-0.13953,-1.47124,-0.0874469,0.334012,-0.193384,-0.189805,0.320318,-0.187728,-0.0246809,0.245869,-0.123766,-0.126696,0.175337,385.519
460,INTERFACE,0.307765,0.0378551,-0.0956452,-0.33689,0.265424,0.286389,-0.63778,-0.0779805,0.0991578,-0.231565,-0.00137107,-0.125034,-0.133794,0.258752,-0.179497,0.251389,-0.287171,-0.00304232,302.203
461,INTERFACE,0.283955,-0.0620685,-0.643392,0.15127,-0.214965,0.114516,0.0613956,-0.0719126,-0.306102,0.296322,-0.0363132,0.268092,0.321205,-0.315636,-0.123216,0.0503169,-0.275915,0.248635,557.475
462,INTERFACE,-0.034304,-0.0288846,-1.21191,0.289688,-0.0103898,0.00211034,1.1528,-0.000941375,-0.171867,-0.238122,0.0565876,0.225151,0.257689,0.224662,0.22851,0.228471,0.128042,-0.0651244,171.534
463,INTERFACE,-0.173126,0.154651,0.946577,-0.0524031,-0.279928,0.0112859,0.0859199,0.121767,0.0251976,0.257897,-0.176802,-0.0449632,-0.189347,-0.164109,0.150759,-0.0748097,-0.00143188,-0.104723,337.025
464,INTERFACE,-0.254096,0.173034,1.5798,-0.0623427,-0.0155321,0.291355,1.42998,-0.156923,-0.241214,0.294099,-0.223067,0.18383,0.160051,-0.328445,-0.177757,-0.118518,0.097776,0.269957,171.204
465,INTERFACE,0.301172,0.0490619,0.895285,0.194655,0.0878373,0.0132678,1.45546,0.333137,-0.0591615,-0.331551,0.10434,0.0441562,0.246081,-0.0791542,-0.257382,-0.157049,-0.0576556,-0.0749236,194.141
466,INTERFACE,0.260621,0.256358,-0.0405226,-0.0104775,-0.316572,0.0104531,-0.417982,0.226001,0.119822,0.0939618,-0.286061,0.169498,-0.294469,-0.186618,0.264381,-0.122898,0.148798,0.121015,246.585
467,INTERFACE,-0.183439,-0.188713,1.71443,0.0715921,-0.212256,-0.0947223,0.296131,-0.0750019,0.0588468,-0.138615,0.0418428,0.115795,-0.0699203,0.201501,0.248543,-0.180599,0.235355,0.0336088,430.756
